LogId,BlockId,Timestamp,Level,Server,Component,PID,User,Message,FullLog,RootCause,Label
LOG0009805,blk_228558605,2024-01-01 13:37:03,ERROR,proxy-01,mysqld,10373,user_0140,Connection timeout to 192.168.1.1 after 30s,2024-01-01 13:37:03 ERROR [proxy-01] mysqld[10373]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0009809,blk_212314609,2024-01-01 13:37:24,ERROR,db-primary,nginx,46239,user_0177,Firewall dropping packets from subnet,2024-01-01 13:37:24 ERROR [db-primary] nginx[46239]: Firewall dropping packets from subnet,Network Issue,1
LOG0009816,blk_503329718,2024-01-01 13:37:56,ERROR,server-02,cron,54328,user_0077,NullPointerException in UserService class,2024-01-01 13:37:56 ERROR [server-02] cron[54328]: NullPointerException in UserService class,Application Crash,1
LOG0009817,blk_787048355,2024-01-01 13:38:00,ERROR,monitor-01,sshd,49094,user_0045,Brute force attack on SSH port 22 blocked,2024-01-01 13:38:00 ERROR [monitor-01] sshd[49094]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0009822,blk_265730713,2024-01-01 13:38:29,ERROR,server-02,mysqld,21347,user_0157,Read error on sector 20480,2024-01-01 13:38:29 ERROR [server-02] mysqld[21347]: Read error on sector 20480,Disk Failure,1
LOG0009825,blk_849118429,2024-01-01 13:38:43,ERROR,proxy-01,kernel,7776,user_0107,Service health check failed 3 consecutive times,2024-01-01 13:38:43 ERROR [proxy-01] kernel[7776]: Service health check failed 3 consecutive times,Application Crash,1
LOG0009847,blk_537100601,2024-01-01 13:40:33,ERROR,cache-01,network-manager,6746,user_0191,Virtual memory exhausted cannot allocate,2024-01-01 13:40:33 ERROR [cache-01] network-manager[6746]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0009848,blk_810786513,2024-01-01 13:40:37,ERROR,web-01,systemd,4404,user_0066,Packet loss 40 percent on eth0 interface,2024-01-01 13:40:37 ERROR [web-01] systemd[4404]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0009850,blk_965566234,2024-01-01 13:40:46,ERROR,db-primary,redis,30355,user_0154,NullPointerException in UserService class,2024-01-01 13:40:46 ERROR [db-primary] redis[30355]: NullPointerException in UserService class,Application Crash,1
LOG0009851,blk_902643789,2024-01-01 13:40:54,ERROR,db-replica,java-app,32835,user_0039,SMART error disk health critical,2024-01-01 13:40:54 ERROR [db-replica] java-app[32835]: SMART error disk health critical,Disk Failure,1
LOG0009856,blk_210468690,2024-01-01 13:41:16,ERROR,db-replica,systemd,50913,user_0010,Disk timeout after 30 seconds,2024-01-01 13:41:16 ERROR [db-replica] systemd[50913]: Disk timeout after 30 seconds,Disk Failure,1
LOG0009866,blk_156761704,2024-01-01 13:42:08,ERROR,cache-01,sshd,28283,user_0081,Buffer overflow detected in stack,2024-01-01 13:42:08 ERROR [cache-01] sshd[28283]: Buffer overflow detected in stack,Memory Overflow,1
LOG0009868,blk_395456486,2024-01-01 13:42:17,ERROR,proxy-01,sshd,29050,user_0149,Unhandled exception IndexOutOfBoundsException,2024-01-01 13:42:17 ERROR [proxy-01] sshd[29050]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0009870,blk_950250090,2024-01-01 13:42:28,ERROR,cache-01,cron,50790,user_0052,Brute force attack on SSH port 22 blocked,2024-01-01 13:42:28 ERROR [cache-01] cron[50790]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0009874,blk_531668702,2024-01-01 13:42:47,ERROR,server-01,sshd,57055,user_0022,Read error on sector 20480,2024-01-01 13:42:47 ERROR [server-01] sshd[57055]: Read error on sector 20480,Disk Failure,1
LOG0009879,blk_747052276,2024-01-01 13:43:14,ERROR,app-server,nginx,48230,user_0156,OutOfMemoryError Java heap space,2024-01-01 13:43:14 ERROR [app-server] nginx[48230]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0009883,blk_297656997,2024-01-01 13:43:32,ERROR,server-01,kernel,18681,user_0124,Firewall dropping packets from subnet,2024-01-01 13:43:32 ERROR [server-01] kernel[18681]: Firewall dropping packets from subnet,Network Issue,1
LOG0009890,blk_334120376,2024-01-01 13:44:05,ERROR,db-replica,nginx,46375,user_0005,Config file parse error service not starting,2024-01-01 13:44:05 ERROR [db-replica] nginx[46375]: Config file parse error service not starting,Application Crash,1
LOG0009894,blk_615921441,2024-01-01 13:44:29,ERROR,cache-01,systemd,55061,user_0098,HDD temperature exceeded threshold 65C,2024-01-01 13:44:29 ERROR [cache-01] systemd[55061]: HDD temperature exceeded threshold 65C,Disk Failure,1
LOG0009899,blk_808966600,2024-01-01 13:44:52,ERROR,app-server,nginx,53400,user_0187,Packet loss 40 percent on eth0 interface,2024-01-01 13:44:52 ERROR [app-server] nginx[53400]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0009902,blk_753763424,2024-01-01 13:45:05,ERROR,db-primary,mysqld,27309,user_0158,Service health check failed 3 consecutive times,2024-01-01 13:45:05 ERROR [db-primary] mysqld[27309]: Service health check failed 3 consecutive times,Application Crash,1
LOG0009910,blk_794192186,2024-01-01 13:45:46,ERROR,db-replica,kernel,58935,user_0016,TCP retransmit storm detected on port 443,2024-01-01 13:45:46 ERROR [db-replica] kernel[58935]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0009913,blk_846166782,2024-01-01 13:46:01,ERROR,web-02,mysqld,4290,user_0006,Disk controller failure reported,2024-01-01 13:46:01 ERROR [web-02] mysqld[4290]: Disk controller failure reported,Disk Failure,1
LOG0009933,blk_615152101,2024-01-01 13:47:43,ERROR,web-02,cron,56757,user_0022,Port scan detected from remote host,2024-01-01 13:47:43 ERROR [web-02] cron[56757]: Port scan detected from remote host,Security Attack,1
LOG0009938,blk_580488294,2024-01-01 13:48:05,ERROR,cache-01,kernel,2531,user_0186,Config file parse error service not starting,2024-01-01 13:48:05 ERROR [cache-01] kernel[2531]: Config file parse error service not starting,Application Crash,1
LOG0009939,blk_255489475,2024-01-01 13:48:10,ERROR,web-01,postgres,4473,user_0196,ARP table overflow network flooding,2024-01-01 13:48:10 ERROR [web-01] postgres[4473]: ARP table overflow network flooding,Network Issue,1
LOG0009940,blk_965884084,2024-01-01 13:48:16,ERROR,proxy-01,systemd,37907,user_0160,Database connection pool exhausted timeout,2024-01-01 13:48:16 ERROR [proxy-01] systemd[37907]: Database connection pool exhausted timeout,Application Crash,1
LOG0009944,blk_270183951,2024-01-01 13:48:39,ERROR,db-primary,sshd,32064,user_0183,Firewall dropping packets from subnet,2024-01-01 13:48:39 ERROR [db-primary] sshd[32064]: Firewall dropping packets from subnet,Network Issue,1
LOG0009955,blk_886936243,2024-01-01 13:49:32,ERROR,db-primary,java-app,23515,user_0154,TCP retransmit storm detected on port 443,2024-01-01 13:49:32 ERROR [db-primary] java-app[23515]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0009957,blk_934089519,2024-01-01 13:49:42,ERROR,proxy-01,mysqld,23456,user_0066,Database connection pool exhausted timeout,2024-01-01 13:49:42 ERROR [proxy-01] mysqld[23456]: Database connection pool exhausted timeout,Application Crash,1
LOG0009959,blk_474358322,2024-01-01 13:49:50,ERROR,monitor-01,redis,9319,user_0010,Virtual memory exhausted cannot allocate,2024-01-01 13:49:50 ERROR [monitor-01] redis[9319]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0009960,blk_907364331,2024-01-01 13:49:55,ERROR,server-02,cron,39810,user_0078,Process killed memory limit reached,2024-01-01 13:49:55 ERROR [server-02] cron[39810]: Process killed memory limit reached,Memory Overflow,1
LOG0009969,blk_477261877,2024-01-01 13:50:40,ERROR,monitor-01,java-app,13864,user_0024,NullPointerException in UserService class,2024-01-01 13:50:40 ERROR [monitor-01] java-app[13864]: NullPointerException in UserService class,Application Crash,1
LOG0009970,blk_661492845,2024-01-01 13:50:46,ERROR,monitor-01,network-manager,9040,user_0121,DDoS attack detected high traffic volume,2024-01-01 13:50:46 ERROR [monitor-01] network-manager[9040]: DDoS attack detected high traffic volume,Security Attack,1
LOG0009980,blk_272687304,2024-01-01 13:51:39,ERROR,proxy-01,cron,47928,user_0001,Unauthorized access detected from IP address,2024-01-01 13:51:39 ERROR [proxy-01] cron[47928]: Unauthorized access detected from IP address,Security Attack,1
LOG0009987,blk_922247134,2024-01-01 13:52:12,ERROR,cache-01,nginx,17077,user_0138,Service health check failed 3 consecutive times,2024-01-01 13:52:12 ERROR [cache-01] nginx[17077]: Service health check failed 3 consecutive times,Application Crash,1
LOG0009989,blk_111074720,2024-01-01 13:52:24,ERROR,proxy-01,sshd,60859,user_0014,Swap usage at 100 percent system thrashing,2024-01-01 13:52:24 ERROR [proxy-01] sshd[60859]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0009991,blk_601995691,2024-01-01 13:52:33,ERROR,web-01,postgres,29114,user_0130,Failed login attempt 50 tries in 10 seconds,2024-01-01 13:52:33 ERROR [web-01] postgres[29114]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0010004,blk_762762411,2024-01-01 13:53:36,ERROR,app-server,systemd,14941,user_0034,Disk I/O error on /dev/sda1,2024-01-01 13:53:36 ERROR [app-server] systemd[14941]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0010015,blk_122898489,2024-01-01 13:54:33,ERROR,web-02,redis,62140,user_0149,Kernel OOM killer activated pid terminated,2024-01-01 13:54:33 ERROR [web-02] redis[62140]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0010021,blk_833784465,2024-01-01 13:55:03,ERROR,proxy-01,cron,9887,user_0026,Application deadlock detected waiting threads,2024-01-01 13:55:03 ERROR [proxy-01] cron[9887]: Application deadlock detected waiting threads,Application Crash,1
LOG0010022,blk_182023267,2024-01-01 13:55:05,ERROR,db-replica,cron,40095,user_0009,Memory leak detected in application thread,2024-01-01 13:55:05 ERROR [db-replica] cron[40095]: Memory leak detected in application thread,Memory Overflow,1
LOG0010028,blk_915017150,2024-01-01 13:55:38,ERROR,monitor-01,redis,8173,user_0069,Database connection pool exhausted timeout,2024-01-01 13:55:38 ERROR [monitor-01] redis[8173]: Database connection pool exhausted timeout,Application Crash,1
LOG0010038,blk_371396374,2024-01-01 13:56:27,ERROR,db-replica,nginx,45977,user_0175,GC overhead limit exceeded,2024-01-01 13:56:27 ERROR [db-replica] nginx[45977]: GC overhead limit exceeded,Memory Overflow,1
LOG0010054,blk_986269402,2024-01-01 13:57:48,ERROR,server-01,nginx,18144,user_0008,BGP session dropped unexpected reset,2024-01-01 13:57:48 ERROR [server-01] nginx[18144]: BGP session dropped unexpected reset,Network Issue,1
LOG0010060,blk_864781738,2024-01-01 13:58:17,ERROR,db-replica,nginx,42706,user_0171,RSS memory usage 98 percent critical,2024-01-01 13:58:17 ERROR [db-replica] nginx[42706]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0010066,blk_753866436,2024-01-01 13:58:46,ERROR,monitor-01,redis,26701,user_0045,RSS memory usage 98 percent critical,2024-01-01 13:58:46 ERROR [monitor-01] redis[26701]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0010068,blk_482216846,2024-01-01 13:58:58,ERROR,web-02,systemd,12439,user_0019,Bad sector detected at block 4096,2024-01-01 13:58:58 ERROR [web-02] systemd[12439]: Bad sector detected at block 4096,Disk Failure,1
LOG0010075,blk_223339932,2024-01-01 13:59:33,ERROR,db-primary,kernel,60866,user_0049,Connection timeout to 192.168.1.1 after 30s,2024-01-01 13:59:33 ERROR [db-primary] kernel[60866]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0010081,blk_898145790,2024-01-01 14:00:01,ERROR,server-01,nginx,52145,user_0121,Unhandled exception IndexOutOfBoundsException,2024-01-01 14:00:01 ERROR [server-01] nginx[52145]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0010083,blk_136337099,2024-01-01 14:00:11,ERROR,server-02,java-app,9764,user_0164,DDoS attack detected high traffic volume,2024-01-01 14:00:11 ERROR [server-02] java-app[9764]: DDoS attack detected high traffic volume,Security Attack,1
LOG0010085,blk_562826470,2024-01-01 14:00:21,ERROR,server-02,postgres,20909,user_0106,Disk controller failure reported,2024-01-01 14:00:21 ERROR [server-02] postgres[20909]: Disk controller failure reported,Disk Failure,1
LOG0010089,blk_355548256,2024-01-01 14:00:40,ERROR,cache-01,systemd,45803,user_0045,ARP table overflow network flooding,2024-01-01 14:00:40 ERROR [cache-01] systemd[45803]: ARP table overflow network flooding,Network Issue,1
LOG0010093,blk_178111296,2024-01-01 14:01:02,ERROR,web-01,network-manager,24444,user_0096,Filesystem corruption detected on /data,2024-01-01 14:01:02 ERROR [web-01] network-manager[24444]: Filesystem corruption detected on /data,Disk Failure,1
LOG0010095,blk_107350305,2024-01-01 14:01:14,ERROR,server-02,mysqld,34219,user_0161,Firewall dropping packets from subnet,2024-01-01 14:01:14 ERROR [server-02] mysqld[34219]: Firewall dropping packets from subnet,Network Issue,1
LOG0010099,blk_433501251,2024-01-01 14:01:30,ERROR,cache-01,java-app,48665,user_0067,Stack overflow error in recursive function,2024-01-01 14:01:30 ERROR [cache-01] java-app[48665]: Stack overflow error in recursive function,Application Crash,1
LOG0010111,blk_268961252,2024-01-01 14:02:30,ERROR,cache-01,java-app,61931,user_0047,Firewall dropping packets from subnet,2024-01-01 14:02:30 ERROR [cache-01] java-app[61931]: Firewall dropping packets from subnet,Network Issue,1
LOG0010112,blk_850009658,2024-01-01 14:02:36,ERROR,proxy-01,nginx,65035,user_0023,Suspicious HTTP payload detected in request,2024-01-01 14:02:36 ERROR [proxy-01] nginx[65035]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0010119,blk_156990988,2024-01-01 14:03:14,ERROR,db-primary,redis,4276,user_0165,Critical thread pool exhausted all workers busy,2024-01-01 14:03:14 ERROR [db-primary] redis[4276]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0010132,blk_195157230,2024-01-01 14:04:17,ERROR,proxy-01,nginx,60619,user_0047,BGP session dropped unexpected reset,2024-01-01 14:04:17 ERROR [proxy-01] nginx[60619]: BGP session dropped unexpected reset,Network Issue,1
LOG0010133,blk_497515250,2024-01-01 14:04:20,ERROR,server-02,postgres,28024,user_0133,Config file parse error service not starting,2024-01-01 14:04:20 ERROR [server-02] postgres[28024]: Config file parse error service not starting,Application Crash,1
LOG0010142,blk_566789814,2024-01-01 14:05:05,ERROR,server-02,redis,52696,user_0058,SMART error disk health critical,2024-01-01 14:05:05 ERROR [server-02] redis[52696]: SMART error disk health critical,Disk Failure,1
LOG0010144,blk_442560967,2024-01-01 14:05:15,ERROR,db-replica,cron,11485,user_0062,Service health check failed 3 consecutive times,2024-01-01 14:05:15 ERROR [db-replica] cron[11485]: Service health check failed 3 consecutive times,Application Crash,1
LOG0010155,blk_663714443,2024-01-01 14:06:14,ERROR,db-replica,systemd,8203,user_0131,BGP session dropped unexpected reset,2024-01-01 14:06:14 ERROR [db-replica] systemd[8203]: BGP session dropped unexpected reset,Network Issue,1
LOG0010158,blk_796938716,2024-01-01 14:06:29,ERROR,web-02,java-app,42314,user_0144,Dependency service unavailable circuit open,2024-01-01 14:06:29 ERROR [web-02] java-app[42314]: Dependency service unavailable circuit open,Application Crash,1
LOG0010159,blk_491569251,2024-01-01 14:06:32,ERROR,db-primary,sshd,64065,user_0178,Unauthorized access detected from IP address,2024-01-01 14:06:32 ERROR [db-primary] sshd[64065]: Unauthorized access detected from IP address,Security Attack,1
LOG0010169,blk_163780357,2024-01-01 14:07:23,ERROR,monitor-01,network-manager,47212,user_0066,Memory leak detected in application thread,2024-01-01 14:07:23 ERROR [monitor-01] network-manager[47212]: Memory leak detected in application thread,Memory Overflow,1
LOG0010178,blk_507799836,2024-01-01 14:08:09,ERROR,server-02,nginx,41736,user_0068,RSS memory usage 98 percent critical,2024-01-01 14:08:09 ERROR [server-02] nginx[41736]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0010183,blk_931037224,2024-01-01 14:08:34,ERROR,web-02,java-app,12267,user_0009,Filesystem corruption detected on /data,2024-01-01 14:08:34 ERROR [web-02] java-app[12267]: Filesystem corruption detected on /data,Disk Failure,1
LOG0010184,blk_523936485,2024-01-01 14:08:38,ERROR,db-replica,redis,53402,user_0161,RAID array degraded missing disk,2024-01-01 14:08:38 ERROR [db-replica] redis[53402]: RAID array degraded missing disk,Disk Failure,1
LOG0010185,blk_719200801,2024-01-01 14:08:40,ERROR,proxy-01,redis,49772,user_0067,Memory leak detected in application thread,2024-01-01 14:08:40 ERROR [proxy-01] redis[49772]: Memory leak detected in application thread,Memory Overflow,1
LOG0010187,blk_700750428,2024-01-01 14:08:51,ERROR,server-02,sshd,16709,user_0077,GC overhead limit exceeded,2024-01-01 14:08:51 ERROR [server-02] sshd[16709]: GC overhead limit exceeded,Memory Overflow,1
LOG0010189,blk_829009789,2024-01-01 14:09:00,ERROR,server-01,sshd,32902,user_0057,Brute force attack on SSH port 22 blocked,2024-01-01 14:09:00 ERROR [server-01] sshd[32902]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0010197,blk_408365038,2024-01-01 14:09:44,ERROR,web-02,java-app,37421,user_0024,Memory leak detected in application thread,2024-01-01 14:09:44 ERROR [web-02] java-app[37421]: Memory leak detected in application thread,Memory Overflow,1
LOG0010212,blk_758307733,2024-01-01 14:10:58,ERROR,proxy-01,postgres,2329,user_0112,Unauthorized access detected from IP address,2024-01-01 14:10:58 ERROR [proxy-01] postgres[2329]: Unauthorized access detected from IP address,Security Attack,1
LOG0010221,blk_441280388,2024-01-01 14:11:43,ERROR,db-replica,redis,7195,user_0108,SSL handshake timeout connection reset,2024-01-01 14:11:43 ERROR [db-replica] redis[7195]: SSL handshake timeout connection reset,Network Issue,1
LOG0010228,blk_295860860,2024-01-01 14:12:15,ERROR,monitor-01,kernel,15335,user_0144,GC overhead limit exceeded,2024-01-01 14:12:15 ERROR [monitor-01] kernel[15335]: GC overhead limit exceeded,Memory Overflow,1
LOG0010243,blk_821586955,2024-01-01 14:13:33,ERROR,server-02,cron,9301,user_0199,Port scan detected from remote host,2024-01-01 14:13:33 ERROR [server-02] cron[9301]: Port scan detected from remote host,Security Attack,1
LOG0010244,blk_436071949,2024-01-01 14:13:38,ERROR,monitor-01,java-app,36844,user_0018,Memory leak detected in application thread,2024-01-01 14:13:38 ERROR [monitor-01] java-app[36844]: Memory leak detected in application thread,Memory Overflow,1
LOG0010248,blk_931439286,2024-01-01 14:13:56,ERROR,cache-01,kernel,29955,user_0134,Config file parse error service not starting,2024-01-01 14:13:56 ERROR [cache-01] kernel[29955]: Config file parse error service not starting,Application Crash,1
LOG0010253,blk_802326848,2024-01-01 14:14:20,ERROR,db-replica,java-app,37197,user_0049,SQL injection pattern detected in request,2024-01-01 14:14:20 ERROR [db-replica] java-app[37197]: SQL injection pattern detected in request,Security Attack,1
LOG0010257,blk_732526531,2024-01-01 14:14:43,ERROR,cache-01,nginx,14494,user_0166,ARP table overflow network flooding,2024-01-01 14:14:43 ERROR [cache-01] nginx[14494]: ARP table overflow network flooding,Network Issue,1
LOG0010263,blk_649368289,2024-01-01 14:15:12,ERROR,cache-01,systemd,50764,user_0063,Unauthorized access detected from IP address,2024-01-01 14:15:12 ERROR [cache-01] systemd[50764]: Unauthorized access detected from IP address,Security Attack,1
LOG0010264,blk_108394313,2024-01-01 14:15:18,ERROR,server-01,postgres,23941,user_0078,SSL handshake timeout connection reset,2024-01-01 14:15:18 ERROR [server-01] postgres[23941]: SSL handshake timeout connection reset,Network Issue,1
LOG0010277,blk_174876421,2024-01-01 14:16:20,ERROR,web-02,kernel,49590,user_0118,SMART error disk health critical,2024-01-01 14:16:20 ERROR [web-02] kernel[49590]: SMART error disk health critical,Disk Failure,1
LOG0010280,blk_499515100,2024-01-01 14:16:36,ERROR,db-primary,postgres,15970,user_0168,RSS memory usage 98 percent critical,2024-01-01 14:16:36 ERROR [db-primary] postgres[15970]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0010298,blk_806554553,2024-01-01 14:18:06,ERROR,web-01,sshd,22259,user_0063,DDoS attack detected high traffic volume,2024-01-01 14:18:06 ERROR [web-01] sshd[22259]: DDoS attack detected high traffic volume,Security Attack,1
LOG0010305,blk_729511811,2024-01-01 14:18:41,ERROR,app-server,kernel,57455,user_0053,Privilege escalation attempt detected,2024-01-01 14:18:41 ERROR [app-server] kernel[57455]: Privilege escalation attempt detected,Security Attack,1
LOG0010308,blk_353436574,2024-01-01 14:18:55,ERROR,proxy-01,systemd,27445,user_0180,DDoS attack detected high traffic volume,2024-01-01 14:18:55 ERROR [proxy-01] systemd[27445]: DDoS attack detected high traffic volume,Security Attack,1
LOG0010310,blk_124780175,2024-01-01 14:19:09,ERROR,app-server,nginx,55827,user_0081,Bad sector detected at block 4096,2024-01-01 14:19:09 ERROR [app-server] nginx[55827]: Bad sector detected at block 4096,Disk Failure,1
LOG0010324,blk_820802146,2024-01-01 14:20:19,ERROR,server-02,kernel,64884,user_0028,OutOfMemoryError Java heap space,2024-01-01 14:20:19 ERROR [server-02] kernel[64884]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0010326,blk_137529450,2024-01-01 14:20:29,ERROR,web-02,postgres,46088,user_0185,Network interface eth1 link down,2024-01-01 14:20:29 ERROR [web-02] postgres[46088]: Network interface eth1 link down,Network Issue,1
LOG0010327,blk_721662410,2024-01-01 14:20:34,ERROR,db-replica,cron,24365,user_0026,ARP table overflow network flooding,2024-01-01 14:20:34 ERROR [db-replica] cron[24365]: ARP table overflow network flooding,Network Issue,1
LOG0010329,blk_871942253,2024-01-01 14:20:44,ERROR,app-server,postgres,9918,user_0177,Stack overflow error in recursive function,2024-01-01 14:20:44 ERROR [app-server] postgres[9918]: Stack overflow error in recursive function,Application Crash,1
LOG0010331,blk_559436515,2024-01-01 14:20:50,ERROR,app-server,kernel,2469,user_0036,Unauthorized access detected from IP address,2024-01-01 14:20:50 ERROR [app-server] kernel[2469]: Unauthorized access detected from IP address,Security Attack,1
LOG0010335,blk_577372054,2024-01-01 14:21:11,ERROR,db-replica,systemd,65218,user_0098,SSL handshake timeout connection reset,2024-01-01 14:21:11 ERROR [db-replica] systemd[65218]: SSL handshake timeout connection reset,Network Issue,1
LOG0010336,blk_245189608,2024-01-01 14:21:15,ERROR,web-02,nginx,22973,user_0046,DNS resolution failed for db.internal host,2024-01-01 14:21:15 ERROR [web-02] nginx[22973]: DNS resolution failed for db.internal host,Network Issue,1
LOG0010342,blk_844218324,2024-01-01 14:21:47,ERROR,db-replica,systemd,20645,user_0105,DNS resolution failed for db.internal host,2024-01-01 14:21:47 ERROR [db-replica] systemd[20645]: DNS resolution failed for db.internal host,Network Issue,1
LOG0010350,blk_553621417,2024-01-01 14:22:28,ERROR,web-01,sshd,28702,user_0135,BGP session dropped unexpected reset,2024-01-01 14:22:28 ERROR [web-01] sshd[28702]: BGP session dropped unexpected reset,Network Issue,1
LOG0010354,blk_836505622,2024-01-01 14:22:48,ERROR,app-server,kernel,17144,user_0184,Memory leak detected in application thread,2024-01-01 14:22:48 ERROR [app-server] kernel[17144]: Memory leak detected in application thread,Memory Overflow,1
LOG0010359,blk_554824097,2024-01-01 14:23:12,ERROR,app-server,kernel,2610,user_0042,DNS resolution failed for db.internal host,2024-01-01 14:23:12 ERROR [app-server] kernel[2610]: DNS resolution failed for db.internal host,Network Issue,1
LOG0010364,blk_600423693,2024-01-01 14:23:39,ERROR,db-primary,cron,7711,user_0089,OutOfMemoryError Java heap space,2024-01-01 14:23:39 ERROR [db-primary] cron[7711]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0010366,blk_837963200,2024-01-01 14:23:49,ERROR,web-01,sshd,36814,user_0094,Bad sector detected at block 4096,2024-01-01 14:23:49 ERROR [web-01] sshd[36814]: Bad sector detected at block 4096,Disk Failure,1
LOG0010371,blk_613799077,2024-01-01 14:24:11,ERROR,cache-01,systemd,53107,user_0031,SSL handshake timeout connection reset,2024-01-01 14:24:11 ERROR [cache-01] systemd[53107]: SSL handshake timeout connection reset,Network Issue,1
LOG0010388,blk_989525852,2024-01-01 14:25:38,ERROR,proxy-01,postgres,4829,user_0028,ARP table overflow network flooding,2024-01-01 14:25:38 ERROR [proxy-01] postgres[4829]: ARP table overflow network flooding,Network Issue,1
LOG0010394,blk_498931315,2024-01-01 14:26:05,ERROR,server-01,network-manager,30233,user_0139,Buffer overflow detected in stack,2024-01-01 14:26:05 ERROR [server-01] network-manager[30233]: Buffer overflow detected in stack,Memory Overflow,1
LOG0010399,blk_451119489,2024-01-01 14:26:30,ERROR,server-01,cron,1845,user_0061,Virtual memory exhausted cannot allocate,2024-01-01 14:26:30 ERROR [server-01] cron[1845]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0010407,blk_126893288,2024-01-01 14:27:12,ERROR,server-02,java-app,20375,user_0178,Privilege escalation attempt detected,2024-01-01 14:27:12 ERROR [server-02] java-app[20375]: Privilege escalation attempt detected,Security Attack,1
LOG0010410,blk_139437341,2024-01-01 14:27:29,ERROR,app-server,sshd,23535,user_0071,DNS resolution failed for db.internal host,2024-01-01 14:27:29 ERROR [app-server] sshd[23535]: DNS resolution failed for db.internal host,Network Issue,1
LOG0010417,blk_783430381,2024-01-01 14:28:04,ERROR,server-02,network-manager,54163,user_0194,Malware signature matched in process,2024-01-01 14:28:04 ERROR [server-02] network-manager[54163]: Malware signature matched in process,Security Attack,1
LOG0010439,blk_146906023,2024-01-01 14:29:51,ERROR,server-02,cron,5982,user_0027,DNS resolution failed for db.internal host,2024-01-01 14:29:51 ERROR [server-02] cron[5982]: DNS resolution failed for db.internal host,Network Issue,1
LOG0010445,blk_795041815,2024-01-01 14:30:21,ERROR,monitor-01,java-app,44300,user_0156,DDoS attack detected high traffic volume,2024-01-01 14:30:21 ERROR [monitor-01] java-app[44300]: DDoS attack detected high traffic volume,Security Attack,1
LOG0010450,blk_470236219,2024-01-01 14:30:46,ERROR,web-02,systemd,31495,user_0200,Bad sector detected at block 4096,2024-01-01 14:30:46 ERROR [web-02] systemd[31495]: Bad sector detected at block 4096,Disk Failure,1
LOG0010453,blk_798538623,2024-01-01 14:31:02,ERROR,db-primary,network-manager,18029,user_0132,Packet loss 40 percent on eth0 interface,2024-01-01 14:31:02 ERROR [db-primary] network-manager[18029]: Packet loss 40 percent on eth0 interface,Network Issue,1
LOG0010456,blk_530999011,2024-01-01 14:31:16,ERROR,monitor-01,network-manager,51307,user_0070,Segmentation fault core dumped,2024-01-01 14:31:16 ERROR [monitor-01] network-manager[51307]: Segmentation fault core dumped,Application Crash,1
LOG0010458,blk_767632895,2024-01-01 14:31:25,ERROR,cache-01,systemd,7015,user_0179,Config file parse error service not starting,2024-01-01 14:31:25 ERROR [cache-01] systemd[7015]: Config file parse error service not starting,Application Crash,1
LOG0010460,blk_134944876,2024-01-01 14:31:35,ERROR,proxy-01,network-manager,47909,user_0080,Disk I/O error on /dev/sda1,2024-01-01 14:31:35 ERROR [proxy-01] network-manager[47909]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0010463,blk_650156607,2024-01-01 14:31:54,ERROR,web-01,mysqld,13074,user_0005,Config file parse error service not starting,2024-01-01 14:31:54 ERROR [web-01] mysqld[13074]: Config file parse error service not starting,Application Crash,1
LOG0010470,blk_661872915,2024-01-01 14:32:29,ERROR,monitor-01,systemd,31842,user_0038,Dependency service unavailable circuit open,2024-01-01 14:32:29 ERROR [monitor-01] systemd[31842]: Dependency service unavailable circuit open,Application Crash,1
LOG0010473,blk_842094232,2024-01-01 14:32:44,ERROR,proxy-01,systemd,59192,user_0113,Dependency service unavailable circuit open,2024-01-01 14:32:44 ERROR [proxy-01] systemd[59192]: Dependency service unavailable circuit open,Application Crash,1
